"judge","crtpoint","numjudge","circuit","state","statdist","month","year","libcon","apyear","party","gender","race","dem_appointed","admin"
2122,155,4,2,7,71,10,1986,0,1979,0,1,3,1,0
1060,34,10,1,21,211,10,1986,1,1985,0,1,1,0,0
9185,183,1,9,28,281,10,1986,0,1979,1,1,1,1,0
11025,148,3,11,1,12,11,1986,1,1980,1,1,1,1,0
4109,295,1,4,33,333,12,1986,1,1985,0,1,1,0,0
88047,230,14,88,55,551,10,1986,1,1980,3,0,2,1,0
6069,57,3,6,35,352,10,1986,1,1971,0,1,1,0,0
10075,190,4,10,44,441,11,1986,1,1985,0,1,1,0,0
4097,81,1,4,33,331,1,1987,1,1984,0,1,1,0,0
2134,155,4,2,7,71,12,1986,1,1983,0,1,1,0,0
11038,15,10,11,10,101,12,1986,0,1970,0,1,1,0,0
9183,189,4,9,5,53,1,1987,1,1980,1,1,3,1,0
8088,143,3,8,23,231,8,1986,0,1980,1,0,1,1,0
8088,143,3,8,23,231,1,1987,0,1980,1,0,1,1,0
6101,74,11,6,22,221,1,1987,0,1979,1,1,1,1,0
9181,95,2,9,5,53,1,1987,1,1979,0,1,1,1,0
4075,21,9,4,20,201,1,1987,1,1971,0,1,1,0,0
4109,295,1,4,33,333,2,1987,1,1985,0,1,1,0,0
3070,173,14,3,38,381,2,1984,1,1971,0,1,1,0,0
88047,230,14,88,55,551,12,1986,1,1980,3,0,2,1,0
9083,199,4,9,47,472,6,1986,1,1971,1,1,1,0,0
5236,111,8,5,43,432,11,1986,0,1985,0,1,1,0,0
5236,111,8,5,43,432,1,1987,0,1985,0,1,1,0,0
1045,34,10,1,21,211,10,1984,1,1979,1,1,1,1,0
9183,189,4,9,5,53,12,1986,0,1980,1,1,3,1,0
1042,260,1,1,51,511,2,1987,1,1980,1,1,3,1,0
88051,230,14,88,55,551,2,1987,1,1982,0,1,1,0,0
88052,230,14,88,55,551,4,1987,0,1982,0,1,1,0,0
6109,168,1,6,17,172,1,1987,1,1977,1,1,1,1,0
88045,230,14,88,55,551,3,1987,0,1979,1,0,1,1,0
6103,118,1,6,22,222,3,1987,1,1979,1,1,1,1,0
8077,214,3,8,23,231,2,1987,0,1975,0,1,1,0,0
9154,193,11,9,5,51,4,1987,1,1976,0,1,1,0,0
11048,141,11,11,9,93,3,1987,1,1979,1,1,1,1,0
88055,230,14,88,55,551,4,1987,1,1985,0,1,1,0,0
2130,37,10,2,32,323,4,1987,1,1977,1,1,1,1,0
9013,177,5,9,37,371,5,1987,0,1972,0,1,1,0,0
2118,37,10,2,32,323,5,1987,1,1974,0,1,1,0,0
2046,159,21,2,32,322,5,1987,0,1972,0,1,1,0,0
11039,135,2,11,10,102,4,1987,0,1972,0,1,1,0,0
7091,105,1,7,14,141,4,1987,1,1982,0,1,1,0,0
2134,155,4,2,7,71,5,1987,1,1983,0,1,1,0,0
11050,148,3,11,1,12,1,1987,1,1980,1,1,2,1,0
88011,230,14,88,55,551,12,1986,0,1967,1,1,1,1,0
6096,258,1,6,17,171,6,1987,0,1975,0,1,1,0,0
88011,230,14,88,55,551,12,1986,0,1967,1,1,1,1,0
9202,131,22,9,5,54,6,1987,1,1984,0,1,1,0,0
8097,120,4,8,25,252,4,1987,0,1979,1,1,1,1,0
10060,72,5,10,6,61,6,1987,1,1978,1,1,1,1,0
88011,230,14,88,55,551,1,1987,1,1967,1,1,1,1,0
2103,159,21,2,32,322,6,1987,0,1950,1,1,1,1,0
5183,252,1,5,43,432,5,1987,0,1979,1,1,1,1,0
4082,256,1,4,46,462,6,1987,1,1976,0,1,1,0,0
4077,161,2,4,46,461,7,1987,1,1975,0,1,1,0,0
88011,230,14,88,55,551,6,1987,0,1967,1,1,1,1,0
10065,163,5,10,36,364,4,1987,0,1979,1,1,1,1,0
9096,193,11,9,5,51,1,1987,1,1966,1,1,1,1,0
1041,66,2,1,29,291,7,1987,1,1978,1,1,1,1,0
4084,180,1,4,33,331,7,1987,1,1980,1,1,1,1,0
6118,151,3,6,42,422,5,1987,0,1978,1,1,1,1,0
9178,177,5,9,37,371,7,1987,0,1980,1,1,1,1,0
2025,41,1,2,45,451,8,1987,1,1972,0,1,1,0,0
4117,21,8,4,20,201,6,1987,0,1985,0,1,1,0,0
6103,118,1,6,22,222,7,1987,1,1979,1,1,1,1,0
5169,68,6,5,43,431,10,1986,1,1979,1,1,1,1,0
4093,21,8,4,20,201,9,1987,0,1980,1,1,1,1,0
8078,213,5,8,25,251,8,1987,1,1973,0,1,1,0,0
3101,44,3,3,30,301,8,1987,1,1975,0,1,1,0,0
3033,173,15,3,38,381,8,1987,0,1971,0,1,2,0,0
9184,177,5,9,37,371,5,1987,0,1980,1,1,1,1,0
5198,24,2,5,18,182,9,1987,1,1979,1,1,1,1,0
88033,230,14,88,55,551,9,1987,1,1971,0,1,1,0,0
3105,44,3,3,30,301,8,1987,1,1975,1,1,1,0,0
3105,44,3,3,30,301,9,1987,1,1975,1,1,1,0,0
6106,97,3,6,22,222,4,1987,1,1979,1,1,1,1,0
3111,152,6,3,30,301,9,1987,1,1980,1,1,1,1,0
8096,129,4,8,4,41,9,1987,1,1980,1,1,1,1,0
9233,183,2,9,28,281,7,1987,1,1984,0,1,1,0,0
1053,22,1,1,19,191,10,1987,0,1981,0,1,1,0,0
1058,34,10,1,21,211,9,1987,0,1985,0,1,1,0,0
9222,292,1,9,29,291,8,1987,1,1985,0,1,1,0,0
88051,230,14,88,55,551,10,1987,0,1982,0,1,1,0,0
9013,177,5,9,37,371,11,1987,0,1972,0,1,1,0,0
10062,119,2,10,16,161,11,1987,1,1979,1,1,1,1,0
88033,230,14,88,55,551,11,1987,0,1971,0,1,1,0,0
11007,218,3,11,9,92,9,1987,0,1979,1,1,1,1,0
88033,230,14,88,55,551,2,1987,1,1971,0,1,1,0,0
2149,294,1,2,32,321,11,1987,1,1986,0,1,1,0,0
2149,294,1,2,32,321,10,1987,1,1986,0,1,1,0,0
2033,40,1,2,32,324,12,1987,1,1967,1,1,1,1,0
7099,207,1,7,13,133,12,1987,0,1985,0,1,1,0,0
1060,34,10,1,21,211,11,1987,0,1985,0,1,1,0,0
3111,152,8,3,30,301,11,1987,1,1980,1,1,1,1,0
6096,258,1,6,17,171,12,1987,1,1975,0,1,1,0,0
7096,55,18,7,13,131,12,1987,0,1985,0,1,1,0,0
88031,230,14,88,55,551,12,1985,1,1968,1,1,1,1,0
88031,230,14,88,55,551,2,1986,1,1968,1,1,1,1,0
88050,230,14,88,55,551,9,1986,1,1983,0,1,1,0,0
2118,37,10,2,32,323,12,1987,1,1974,0,1,1,0,0
6130,74,11,6,22,221,12,1987,0,1986,0,0,1,0,0
3118,173,15,3,38,381,1,1988,1,1978,1,1,1,1,0
3118,173,15,3,38,381,1,1988,1,1978,1,1,1,1,0
9013,177,5,9,37,371,8,1987,0,1972,0,1,1,0,0
9004,28,1,9,26,261,9,1985,0,1969,0,1,1,0,0
3119,106,2,3,38,382,2,1988,0,1979,1,0,1,1,0
4112,21,8,4,20,201,2,1988,0,1986,0,1,1,0,0
2138,37,10,2,32,323,1,1988,0,1981,0,1,1,0,0
8086,213,6,8,25,251,1,1988,0,1979,1,1,1,1,0
7092,55,18,7,13,131,1,1988,0,1982,0,1,1,0,0
88047,230,14,88,55,551,6,1987,1,1980,3,0,2,1,0
88047,230,14,88,55,551,10,1987,0,1980,3,0,2,1,0
88048,230,14,88,55,551,1,1988,1,1977,1,1,1,1,0
1043,34,10,1,21,211,6,1987,1,1979,1,1,1,1,0
3111,152,8,3,30,301,1,1988,1,1980,1,1,1,1,0
1054,34,10,1,21,211,2,1988,0,1979,0,1,3,1,0
3125,152,8,3,30,301,10,1987,1,1983,0,0,1,0,0
4083,14,1,4,40,403,3,1988,1,1980,1,1,1,1,0
5161,202,1,5,18,183,11,1987,1,1974,0,1,1,0,0
8087,143,4,8,23,231,3,1988,1,1977,1,1,1,1,0
6066,74,10,6,22,222,3,1988,1,1970,0,1,1,0,0
10054,225,3,10,36,361,1,1988,0,1979,1,1,1,1,0
1059,34,11,1,21,211,3,1988,1,1986,0,1,1,0,0
10047,54,2,10,50,501,4,1988,1,1975,0,1,1,0,0
9178,177,5,9,37,371,5,1988,0,1980,1,1,1,1,0
2132,159,20,2,32,322,4,1988,0,1978,0,1,1,1,0
8087,143,4,8,23,231,10,1987,1,1977,1,1,1,1,0
7093,55,20,7,13,131,3,1988,1,1983,0,1,1,0,0
6106,97,2,6,22,222,5,1988,1,1979,1,1,1,1,0
9167,98,1,9,26,261,5,1986,1,1979,1,1,1,1,0
2114,159,21,2,32,322,5,1988,1,1976,0,1,1,0,0
4082,256,1,4,46,462,6,1988,0,1976,0,1,1,0,0
6114,57,3,6,35,352,5,1987,1,1978,1,1,1,1,0
9214,216,2,9,47,472,2,1988,1,1986,0,1,1,0,0
3115,152,8,3,30,301,3,1988,1,1979,1,1,1,1,0
6136,57,3,6,35,352,6,1988,0,1985,0,1,1,0,0
9172,192,7,9,5,52,6,1988,0,1980,1,0,1,1,0
4062,185,1,4,46,462,6,1988,1,1972,0,1,1,0,0
9187,199,5,9,47,472,6,1987,1,1980,1,0,1,1,0
88052,230,15,88,55,551,5,1988,0,1982,0,1,1,0,0
3119,106,2,3,38,382,5,1988,0,1979,1,0,1,1,0
8088,143,4,8,23,231,4,1988,1,1980,1,0,1,1,0
2115,159,21,2,32,322,6,1988,0,1976,0,1,1,0,0
3126,152,8,3,30,301,4,1988,0,1983,0,1,1,0,0
6114,57,3,6,35,352,3,1988,1,1978,1,1,1,1,0
88033,230,15,88,55,551,8,1988,1,1971,0,1,1,0,0
3105,44,3,3,30,301,7,1988,1,1975,1,1,1,0,0
4082,256,1,4,46,462,8,1988,0,1976,0,1,1,0,0
9124,192,7,9,5,52,5,1988,0,1970,0,1,1,0,0
9172,192,7,9,5,52,8,1988,0,1980,1,0,1,1,0
9187,199,5,9,47,472,7,1988,1,1980,1,0,1,1,0
1057,178,3,1,39,391,9,1988,1,1986,0,1,1,0,0
5198,24,2,5,18,182,9,1988,1,1979,1,1,1,1,0
5072,226,2,5,43,433,6,1988,1,1968,1,1,1,1,0
9096,193,10,9,5,51,7,1988,1,1966,1,1,1,1,0
1014,208,1,1,21,211,9,1988,0,1972,0,1,1,0,0
1014,208,1,1,21,211,9,1988,0,1972,0,1,1,0,0
1041,66,2,1,29,291,8,1988,1,1978,1,1,1,1,0
2123,36,1,2,7,71,9,1988,0,1977,1,1,1,1,0
5161,202,1,5,18,183,9,1988,0,1974,0,1,1,0,0
6130,74,10,6,22,221,2,1988,0,1986,0,0,1,0,0
6103,118,1,6,22,222,6,1988,1,1979,1,1,1,1,0
7091,105,2,7,14,141,9,1988,0,1982,0,1,1,0,0
2156,186,2,2,32,324,10,1988,0,1987,0,1,1,0,0
11029,141,11,11,9,93,9,1988,1,1970,1,1,1,0,0
7098,204,2,7,14,141,10,1988,1,1986,0,1,1,0,0
7110,113,4,7,14,142,11,1988,1,1987,0,1,1,0,0
88031,230,15,88,55,551,11,1988,0,1968,1,1,1,1,0
9230,193,9,9,5,51,1,1989,0,1984,0,1,1,0,0
88049,230,15,88,55,551,11,1988,1,1969,1,1,2,1,0
8088,143,4,8,23,231,9,1988,1,1980,1,0,1,1,0
9170,193,9,9,5,51,5,1988,1,1980,1,1,2,1,0
2145,6,1,2,32,321,12,1988,1,1986,0,1,1,0,0
10066,196,4,10,44,441,12,1988,1,1979,1,1,1,1,0
2128,37,8,2,32,323,12,1988,1,1977,1,1,1,1,0
7097,55,19,7,13,131,12,1988,0,1985,0,1,1,0,0
1053,22,1,1,19,191,9,1988,0,1981,0,1,1,0,0
6138,65,3,6,35,352,12,1988,1,1986,0,1,1,0,0
9171,189,4,9,5,53,12,1988,1,1979,1,1,1,1,0
5088,94,2,5,43,431,12,1988,0,1972,1,1,1,0,0
1052,176,1,1,19,191,11,1988,1,1983,0,1,1,0,0
7085,55,19,7,13,131,12,1988,1,1980,1,1,1,1,0
9232,177,5,9,37,371,1,1989,1,1987,0,1,1,0,0
4106,50,2,4,33,333,12,1988,0,1981,0,1,1,0,0
7105,55,19,7,13,131,1,1989,1,1985,0,1,1,0,0
88045,230,15,88,55,551,7,1988,1,1979,1,0,1,1,0
3116,175,6,3,38,383,1,1989,1,1978,1,1,1,1,0
3127,106,2,3,38,382,2,1988,0,1982,0,1,1,0,0
3127,106,2,3,38,382,1,1989,1,1982,0,1,1,0,0
3145,173,17,3,38,381,11,1988,0,1987,0,1,1,0,0
9147,33,2,9,12,121,1,1989,0,1976,0,1,1,0,0
2127,246,2,2,32,321,2,1989,1,1979,1,1,1,1,0
2033,40,2,2,32,324,3,1989,1,1967,1,1,1,1,0
3005,173,17,3,38,381,2,1989,0,1972,0,1,1,0,0
88045,230,15,88,55,551,3,1989,1,1979,1,0,1,1,0
8077,214,3,8,23,231,2,1989,1,1975,0,1,1,0,0
9183,189,4,9,5,53,6,1988,0,1980,1,1,3,1,0
10057,72,5,10,6,61,2,1989,1,1979,1,1,1,1,0
10057,72,5,10,6,61,2,1989,1,1979,1,1,1,1,0
88052,230,15,88,55,551,4,1989,1,1985,0,1,1,0,0
3120,152,8,3,30,301,8,1987,1,1979,1,1,1,1,0
88031,230,15,88,55,551,4,1989,0,1968,1,1,1,1,0
5244,26,2,5,43,433,5,1989,1,1988,0,1,1,0,0
7098,204,2,7,14,141,3,1989,1,1986,1,1,1,0,0
5218,114,3,5,24,242,3,1989,1,1983,0,1,1,0,0
6109,168,1,6,17,172,4,1989,1,1977,1,1,1,1,0
7093,55,19,7,13,131,4,1989,1,1983,0,1,1,0,0
3140,223,3,3,30,301,4,1989,1,1985,1,1,3,0,0
88031,230,15,88,55,551,4,1989,1,1968,1,1,1,1,0
1060,34,11,1,21,211,2,1989,0,1985,0,1,1,0,0
1060,34,11,1,21,211,3,1989,1,1985,0,1,1,0,0
1060,34,11,1,21,211,4,1989,0,1985,0,1,1,0,0
2138,37,8,2,32,323,5,1989,1,1981,0,1,1,0,0
7096,55,19,7,13,131,5,1989,1,1985,0,1,1,0,0
9165,177,5,9,37,371,5,1989,0,1980,1,0,1,1,0
3120,152,8,3,30,301,6,1989,0,1979,1,1,1,1,0
1053,22,1,1,19,191,5,1989,1,1981,0,1,1,0,0
6137,74,11,6,22,221,6,1989,0,1986,0,1,1,0,0
10075,190,4,10,44,441,1,1989,1,1985,0,1,1,0,0
1048,34,11,1,21,211,3,1989,0,1979,1,1,2,1,0
6103,118,1,6,22,222,3,1989,1,1979,1,1,1,1,0
10062,119,1,10,16,161,5,1989,1,1979,1,1,1,1,0
10062,119,1,10,16,161,2,1989,0,1979,1,1,1,1,0
88052,230,15,88,55,551,5,1989,0,1985,0,1,1,0,0
6096,258,1,6,17,171,5,1989,1,1975,0,1,1,0,0
9237,199,5,9,47,472,11,1988,1,1988,0,1,1,0,0
1060,34,11,1,21,211,6,1989,0,1985,0,1,1,0,0
2132,159,21,2,32,322,7,1989,0,1978,0,1,1,1,0
3101,44,3,3,30,301,7,1989,0,1975,0,1,1,0,0
5232,68,6,5,43,431,6,1989,0,1986,0,1,1,0,0
8086,213,6,8,25,251,7,1989,1,1979,1,1,1,1,0
9208,174,5,9,3,31,7,1989,1,1984,0,1,1,0,0
6103,118,1,6,22,222,6,1989,1,1979,1,1,1,1,0
11025,148,3,11,1,12,6,1989,0,1980,1,1,1,1,0
4077,161,2,4,46,461,8,1989,1,1975,0,1,1,0,0
6128,59,7,6,35,351,10,1988,0,1985,0,0,1,0,0
3141,237,3,3,8,81,8,1989,1,1985,0,0,1,0,0
3101,44,3,3,30,301,8,1989,1,1975,0,1,1,0,0
6127,74,11,6,22,221,8,1989,1,1983,0,1,1,0,0
11045,249,3,11,9,93,6,1988,0,1972,0,1,1,0,0
11029,141,9,11,9,93,8,1989,1,1970,1,1,1,0,0
3147,152,8,3,30,301,9,1989,1,1988,0,1,1,0,0
5212,124,1,5,18,183,8,1989,1,1977,1,1,1,1,0
6103,118,1,6,22,222,2,1989,1,1979,1,1,1,1,0
1058,34,11,1,21,211,9,1989,1,1985,0,1,1,0,0
1060,34,11,1,21,211,9,1989,1,1985,0,1,1,0,0
88052,230,15,88,55,551,10,1989,0,1985,0,1,1,0,0
1060,34,11,1,21,211,8,1989,1,1985,0,1,1,0,0
88048,230,15,88,55,551,10,1989,1,1977,1,1,1,1,0
11036,253,1,11,10,101,5,1989,1,1977,1,1,1,1,0
11061,141,9,11,9,93,10,1989,0,1986,0,1,1,0,0
1039,178,3,1,39,391,10,1989,1,1982,0,1,1,0,0
3151,173,17,3,38,381,10,1989,1,1988,0,1,1,0,0
10076,7,3,10,31,311,7,1989,1,1987,0,1,1,0,0
9194,199,5,9,47,472,11,1989,1,1981,0,1,1,0,0
1062,34,11,1,21,211,10,1989,0,1988,0,1,1,0,0
2115,159,19,2,32,322,11,1989,0,1976,0,1,1,0,0
7016,27,2,7,13,133,9,1989,0,1970,0,1,1,0,0
6103,118,1,6,22,222,12,1988,1,1979,1,1,1,1,0
3134,173,16,3,38,381,12,1989,1,1983,0,1,1,0,0
11072,146,2,11,1,13,12,1989,1,1988,0,1,1,0,0
2151,159,19,2,32,322,7,1989,1,1985,0,1,1,0,0
88034,230,14,88,55,551,6,1989,1,1966,1,1,2,1,0
3130,236,3,3,8,81,12,1989,0,1984,0,1,1,0,0
6106,97,2,6,22,222,10,1989,1,1979,1,1,1,1,0
6103,118,1,6,22,222,12,1989,1,1979,1,1,1,1,0
6103,118,1,6,22,222,12,1989,1,1979,1,1,1,1,0
9209,33,2,9,12,121,1,1990,1,1981,0,1,1,0,0
4078,49,1,4,48,482,12,1989,1,1976,0,1,1,0,0
9252,110,3,9,11,111,10,1989,1,1988,0,1,1,0,0
10082,72,6,10,6,61,1,1990,1,1988,0,1,1,0,0
6103,118,1,6,22,222,7,1989,1,1979,1,1,1,1,0
10065,163,5,10,36,364,1,1990,0,1979,1,1,1,1,0
11004,115,3,11,9,92,7,1989,1,1979,1,0,1,1,0
2123,36,1,2,7,71,8,1989,1,1977,1,1,1,1,0
5222,68,5,5,43,431,2,1990,1,1983,0,1,1,0,0
4106,50,1,4,33,333,2,1990,0,1981,0,1,1,0,0
6096,258,1,6,17,171,12,1989,1,1975,0,1,1,0,0
88052,230,14,88,55,551,2,1990,1,1985,0,1,1,0,0
4084,180,1,4,33,331,2,1990,0,1980,1,1,1,1,0
9170,193,10,9,5,51,3,1990,1,1980,1,1,2,1,0
2143,188,1,2,45,451,10,1989,1,1984,0,1,1,0,0
3119,106,2,3,38,382,11,1989,0,1979,1,0,1,1,0
3149,298,1,3,38,383,11,1989,1,1988,0,1,1,0,0
7097,55,20,7,13,131,3,1990,1,1985,0,1,1,0,0
9170,193,10,9,5,51,7,1989,1,1980,1,1,2,1,0
10016,72,7,10,6,61,2,1990,1,1971,0,1,1,0,0
1062,34,11,1,21,211,3,1990,1,1988,0,1,1,0,0
2143,188,1,2,45,451,3,1990,1,1984,0,1,1,0,0
3156,223,3,3,30,301,3,1990,1,1985,0,1,1,0,0
7091,105,2,7,14,141,11,1989,1,1982,0,1,1,0,0
10078,163,5,10,36,364,12,1989,1,1987,0,1,1,0,0
5170,262,1,5,43,434,3,1990,1,1979,1,1,1,1,0
10082,72,7,10,6,61,4,1990,1,1988,0,1,1,0,0
2160,244,2,2,32,323,4,1990,1,1989,1,1,1,0,0
10057,72,7,10,6,61,4,1990,1,1979,1,1,1,1,0
7095,93,1,7,14,141,4,1990,1,1981,0,1,1,0,0
7106,105,1,7,14,141,5,1989,1,1988,0,1,3,0,0
4123,161,3,4,46,461,5,1990,1,1989,0,0,1,0,0
8097,120,5,8,25,252,4,1990,0,1979,1,1,1,1,0
9236,193,10,9,5,51,1,1990,0,1988,0,0,1,0,0
9236,193,10,9,5,51,2,1990,0,1988,0,0,1,0,0
7098,204,1,7,14,141,4,1990,1,1986,0,1,1,0,0
9170,193,10,9,5,51,8,1988,1,1980,1,1,2,1,0
11036,253,1,11,10,101,6,1990,0,1977,1,1,1,1,0
2115,159,21,2,32,322,6,1990,1,1976,0,1,1,0,0
1046,34,11,1,21,211,6,1990,1,1979,1,1,1,1,0
8096,129,5,8,4,41,1,1990,1,1980,1,1,1,1,0
4097,81,1,4,33,331,11,1989,1,1984,0,1,1,0,0
6122,100,1,6,42,421,6,1989,0,1983,0,1,1,0,0
9237,199,5,9,47,472,11,1989,1,1988,0,1,1,0,0
8110,213,4,8,25,251,7,1990,1,1985,0,1,1,0,0
3115,152,8,3,30,301,7,1990,1,1979,1,1,1,1,0
5203,68,5,5,43,431,5,1990,1,1979,1,1,1,1,0
6109,168,1,6,17,172,2,1990,1,1977,1,1,1,1,0
6109,168,1,6,17,172,2,1990,0,1977,1,1,1,1,0
6104,97,3,6,22,222,5,1990,1,1979,1,1,2,1,0
7098,204,2,7,14,141,7,1990,0,1986,0,1,1,0,0
3130,236,3,3,8,81,8,1990,1,1984,0,1,1,0,0
3114,198,2,3,38,382,3,1990,1,1979,1,1,1,1,0
5253,201,1,5,43,433,8,1990,0,1985,0,1,1,0,0
8110,213,6,8,25,253,10,1990,1,1985,0,1,1,0,0
2165,41,1,2,45,451,10,1990,0,1990,0,1,1,0,0
6137,74,10,6,22,221,8,1990,1,1986,0,1,1,0,0
88050,230,14,88,55,551,8,1990,1,1983,0,1,1,0,0
9207,131,19,9,5,54,10,1990,1,1984,0,1,1,0,0
9252,110,3,9,11,111,9,1990,0,1988,0,1,1,0,0
9248,33,2,9,12,121,10,1990,0,1989,0,1,1,0,0
1057,178,3,1,39,391,10,1990,0,1986,0,1,1,0,0
3156,223,3,3,30,301,6,1990,1,1985,0,1,1,0,0
3154,236,1,3,38,382,8,1990,1,1990,1,1,1,0,0
3154,236,1,3,38,382,9,1990,0,1990,1,1,1,0,0
3154,236,1,3,38,382,7,1990,0,1990,0,1,1,0,0
6107,65,3,6,35,352,10,1990,1,1980,1,1,1,1,0
9209,33,2,9,12,121,11,1990,1,1981,0,1,1,0,0
10078,163,5,10,36,364,10,1990,1,1987,0,1,1,0,0
88045,230,15,88,55,551,4,1991,1,1979,1,0,1,1,0
6125,221,1,6,35,351,2,1991,0,1982,0,1,1,0,0
4095,9,4,4,46,461,4,1991,1,1980,1,1,1,1,0
9201,131,19,9,5,54,1,1991,0,1984,0,1,1,0,0
9187,199,5,9,47,472,4,1991,1,1980,1,0,1,1,0
6107,65,3,6,35,352,12,1989,1,1980,1,1,1,1,0
11014,15,9,11,10,101,5,1991,1,1979,1,0,1,1,0
8107,92,1,8,4,42,4,1991,1,1985,0,1,1,0,0
8110,213,6,8,25,251,5,1991,1,1985,0,1,1,0,0
3114,198,2,3,38,382,6,1991,1,1979,1,1,1,1,0
11004,115,3,11,9,92,5,1991,1,1979,1,0,1,1,0
7016,27,1,7,13,133,7,1990,0,1970,0,1,1,0,0
2154,159,19,2,32,322,6,1991,1,1988,0,1,1,0,0
4093,21,8,4,20,201,5,1991,1,1980,1,1,1,1,0
9223,206,4,9,47,471,3,1991,0,1985,0,1,1,0,0
10030,119,2,10,16,161,10,1990,1,1971,0,1,1,0,0
88033,230,15,88,55,551,6,1991,0,1971,0,1,1,0,0
6098,132,3,6,17,172,3,1990,1,1977,1,1,1,1,0
9247,194,2,9,5,51,5,1991,1,1990,0,1,2,0,0
9250,177,4,9,37,371,10,1990,1,1990,0,1,1,0,0
9252,110,3,9,11,111,6,1991,1,1988,0,1,1,0,0
1039,178,3,1,39,391,7,1991,1,1982,0,1,1,0,0
4123,161,2,4,46,461,5,1991,1,1989,0,0,1,0,0
88052,230,15,88,55,551,6,1991,0,1982,0,1,1,0,0
88049,230,15,88,55,551,7,1991,1,1969,1,1,2,1,0
9213,174,5,9,3,31,5,1991,0,1985,0,1,1,0,0
9165,177,4,9,37,371,7,1991,0,1980,1,0,1,1,0
11029,141,7,11,9,93,6,1991,1,1970,1,1,1,0,0
88045,230,15,88,55,551,7,1991,1,1979,1,0,1,1,0
2137,159,19,2,32,322,7,1991,0,1983,0,0,1,0,0
2165,41,1,2,45,451,7,1991,0,1990,0,1,1,0,0
3130,236,2,3,8,81,6,1991,0,1984,0,1,1,0,0
1037,34,10,1,21,211,7,1991,0,1973,0,1,1,0,0
8110,213,5,8,25,251,8,1991,1,1985,0,1,1,0,0
10082,72,7,10,6,61,8,1991,1,1988,0,1,1,0,0
3111,152,8,3,30,301,2,1991,1,1980,1,1,1,1,0
3138,152,8,3,30,301,7,1991,1,1986,1,1,1,0,0
4113,184,2,4,46,461,7,1991,0,1986,3,1,2,0,0
8112,143,4,8,23,231,8,1991,0,1985,0,1,1,0,0
9223,206,4,9,47,471,6,1991,0,1985,0,1,1,0,0
9228,199,5,9,47,472,5,1991,1,1987,1,1,1,0,0
1043,34,9,1,21,211,8,1990,1,1979,1,1,1,1,0
9233,183,2,9,28,281,6,1991,0,1984,0,1,1,0,0
10071,163,5,10,36,364,4,1989,1,1985,0,1,1,0,0
88045,230,15,88,55,551,10,1991,1,1979,1,0,1,1,0
9165,177,5,9,37,371,9,1991,1,1980,1,0,1,1,0
6103,118,1,6,22,222,10,1991,1,1979,1,1,1,1,0
9170,193,10,9,5,51,8,1991,1,1980,1,1,2,1,0
4084,180,1,4,33,331,9,1991,1,1980,1,1,1,1,0
3127,106,2,3,38,382,10,1991,1,1982,0,1,1,0,0
9171,189,4,9,5,53,7,1991,1,1979,1,1,1,1,0
9165,177,5,9,37,371,11,1991,1,1980,1,0,1,1,0
10057,72,5,10,6,61,8,1991,1,1979,1,1,1,1,0
10057,72,5,10,6,61,8,1991,1,1979,1,1,1,1,0
6096,258,1,6,17,171,3,1991,1,1975,0,1,1,0,0
9213,174,5,9,3,31,6,1991,1,1985,0,1,1,0,0
3127,106,2,3,38,382,12,1991,1,1982,0,1,1,0,0
2142,244,1,2,32,323,12,1991,1,1983,0,1,1,0,0
8120,129,4,8,4,41,12,1991,1,1990,0,0,1,0,0
9124,192,6,9,5,52,12,1991,1,1970,0,1,1,0,0
9237,199,5,9,47,472,11,1991,1,1988,0,1,1,0,0
88049,230,13,88,55,551,12,1991,1,1969,1,1,2,1,0
88049,230,13,88,55,551,2,1992,1,1969,1,1,2,1,0
2121,155,3,2,7,71,10,1990,1,1978,1,0,1,1,0
5203,68,6,5,43,431,12,1991,1,1979,1,1,1,1,0
8107,92,2,8,4,42,11,1991,0,1985,0,1,1,0,0
8107,92,2,8,4,42,1,1992,0,1985,0,1,1,0,0
9165,177,5,9,37,371,2,1992,1,1980,1,0,1,1,0
3102,247,1,3,38,381,1,1992,1,1975,0,1,1,0,0
7098,204,2,7,14,141,1,1992,0,1986,0,1,1,0,0
1061,195,7,1,51,511,2,1992,1,1985,0,1,3,0,0
6128,59,7,6,35,351,11,1991,0,1985,0,0,1,0,0
10076,7,3,10,31,311,1,1992,0,1987,0,1,1,0,0
3164,175,7,3,38,383,2,1992,0,1991,0,1,2,0,0
6137,74,11,6,22,221,3,1992,0,1986,0,1,1,0,0
9170,193,10,9,5,51,2,1992,1,1980,1,1,2,1,0
11046,165,3,11,9,92,8,1991,0,1983,0,1,1,0,0
1060,34,9,1,21,211,3,1992,0,1985,0,1,1,0,0
5230,26,2,5,43,433,2,1992,1,1985,0,1,1,0,0
7095,93,1,7,14,141,3,1992,0,1981,0,1,1,0,0
6148,74,11,6,22,221,3,1992,1,1990,0,1,1,0,0
9245,291,5,9,5,54,3,1992,1,1990,0,1,1,0,0
8085,129,4,8,4,43,3,1992,1,1980,1,1,2,1,0
9222,292,1,9,29,291,12,1990,0,1985,0,1,1,0,0
2145,6,1,2,32,321,4,1992,1,1986,0,1,1,0,0
9230,193,10,9,5,51,12,1991,1,1984,0,1,1,0,0
9222,292,1,9,29,291,11,1991,0,1985,0,1,1,0,0
